32	FALSE	FALSE	FALSE		+0,74% 	Axi ivan	Compra	EURUSD	Calma	Cerrado por T/P	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	22/08/2025	🟢 Ganador	New York
33	TRUE	FALSE	FALSE	https://www.tradingview.com/x/izs1tUQU/		WSFunded 1	Venta	DE40	Confianza	Cerrado por T/P	DE40 (https://www.FALSEtion.so/DE40-25aa0b39a5678012a5c2f7eaaf5fbbaf?pvs=21)	25/08/2025	🟢 Ganador	New York
34	FALSE	FALSE	FALSE		+0,32%	Axi ivan	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	26/08/2025	🟢 Ganador	London
35	FALSE	FALSE	FALSE		+0,53% me frustro un poco porque tarda en darse el movimiento	Axi ivan	Compra	EURUSD	Confianza, Frustracion	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	27/08/2025	🟢 Ganador	New York
36	FALSE	FALSE	FALSE	https://www.tradingview.com/x/MJ3j2DZt/	Pensaba que comenzaba una onda pero estaba en una onda 4. Arriesgué lo máximo que me permite la prop para challenge	WSFunded 1	Compra	EURUSD	Calma	Cerrado por S/L	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	27/08/2025	🔴 Perdedor	London
37	TRUE	TRUE	TRUE	https://www.tradingview.com/x/sBmFEjbE/	Ahora si que ha empezado la onda 3. En Axi mama la tengo abierta aún.	WSFunded 2, Axi mama	Compra	EURUSD	Alivio, Calma, Confianza	Cerrado Manualmente, Open	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	27/08/2025	🟢 Ganador	New York
38	FALSE	FALSE	FALSE	https://www.tradingview.com/x/1Z2yT0Zr/	Buscaba el ABC pero al parecer ya se dió	WSFunded 1 	Venta	EURUSD	Calma	Cerrado por S/L	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	28/08/2025	🔴 Perdedor	London
39	FALSE	FALSE	FALSE		+0,4%	Axi ivan, Darwinex	Compra	EURUSD	Calma	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	01/09/2025	🟢 Ganador	London
40	FALSE	FALSE	FALSE		+0,4%	Axi ivan, Darwinex	Venta	EURUSD	Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	02/09/2025	🟢 Ganador	London
41	FALSE	FALSE	FALSE		+0,4%	Axi ivan, Darwinex	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	03/09/2025	🟢 Ganador	London
42	FALSE	FALSE	FALSE		+0,5%	Axi ivan, Darwinex	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	05/09/2025	🟢 Ganador	New York
43	FALSE	FALSE	FALSE		+0,4%	Axi ivan, Darwinex	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	08/09/2025	🟢 Ganador	New York
44	FALSE	FALSE	FALSE	https://www.tradingview.com/x/qHAJoWiH/	Cierro antes del tp porque es probable que haga un retroceso y me vuelvo a enganchar	FundingPips, Axi mama	Venta	EURUSD	Calma, Confianza	Cerrado Manualmente	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	09/09/2025	🟢 Ganador	London
45	FALSE	FALSE	FALSE		+0,4%	Axi ivan, Darwinex	Venta	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	09/09/2025	🟢 Ganador	London
46	FALSE	FALSE	FALSE	https://www.tradingview.com/x/R9T8AxPr/	continuando la corrección en onda 4	FundingPips, Axi mama	Venta	EURUSD	Calma, Confianza	Cerrado Manualmente	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	09/09/2025	🟢 Ganador	New York
47	FALSE	FALSE	FALSE		+0,35	Axi mama, Darwinex, Axi ivan	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	10/09/2025	🟢 Ganador	New York
48	FALSE	FALSE	FALSE	https://www.tradingview.com/x/ZMlBGPzv/	Pensaba que comenzaba la onda 5	FundingPips	Compra	EURUSD	Calma, Descepcion	Cerrado por S/L	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	11/09/2025	🔴 Perdedor	London
49	FALSE	FALSE	FALSE	https://www.tradingview.com/x/NwaCihC1/	He operado la corrección pero al parecer FALSE ha sido profunda o está haciendo un flat corredizo.	FundingPips	Venta	EURUSD	Calma	Cerrado por S/L	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	11/09/2025	🔴 Perdedor	New York
50	FALSE	FALSE	FALSE	https://www.tradingview.com/x/UzW33tIa/	Me he equivocado en el conteo. -0,5%	FundingPips, Axi mama	Compra	EURUSD	Calma	Cerrado Manualmente	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	12/09/2025	🔴 Perdedor	London
51	FALSE	FALSE	FALSE		+0,8% ivan; 0,5% mama + 0,25% dwx	Axi mama, Darwinex, Axi ivan	Compra	EURUSD	Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	15/09/2025	🟢 Ganador	London
52	FALSE	FALSE	FALSE		-1% por tipos de interés de EEUU	Axi mama	Venta	EURUSD	Arrepentimiento, Descepcion, Incertidumbre	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	17/09/2025	🔴 Perdedor	New York
53	FALSE	FALSE	FALSE	https://www.tradingview.com/x/vVZBKFAh/	El conteo está mal y el precio está retrocediendo. -0.25% propia; -0.5% axi mama; -0.25% darwinex. 	Axi mama, Darwinex, Axi ivan	Compra	EURUSD	Calma, Descepcion	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	18/09/2025	🔴 Perdedor	New York
54	FALSE	FALSE	FALSE	https://www.tradingview.com/x/2Nwww8bg/	FALSE confío nada en esta estrategia	FundingPips	Venta	EURUSD	Calma, Descepcion, Tristeza	Cerrado por S/L	TRADING LAB (https://www.FALSEtion.so/TRADING-LAB-255a0b39a56780b5ad62f187cca6eb1a?pvs=21)	22/09/2025	🔴 Perdedor	London
55	FALSE	FALSE	FALSE		quemo la cuenta fondeada que ya estaba hasta el gorro de ella	FundingPips	Venta	EURUSD	Alivio, Tristeza	Cerrado por S/L	ELLIOT (https://www.FALSEtion.so/ELLIOT-247a0b39a56780a9935bcd5bd944be2b?pvs=21)	23/09/2025	🔴 Perdedor	New York
56	FALSE	FALSE	FALSE		+0,4% despues de varios dias en BE	Axi mama	Venta	EURUSD	Alegria, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	24/09/2025	🟢 Ganador	London
57	FALSE	FALSE	FALSE		+0,75%, tenía un poco de incertidumbre por FALSEticias de EEUU	Axi mama	Venta	EURUSD	Alivio, Calma, Confianza	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	25/09/2025	🟢 Ganador	New York
58	FALSE	FALSE	FALSE		-0.2% en ambas cuentas	Axi ivan, Darwinex	Compra	EURAUD	Calma, Descepcion	Cerrado Manualmente	Hard Scalping (https://www.FALSEtion.so/Hard-Scalping-245a0b39a56780c1b70cec31e9727a2e?pvs=21)	01/10/2025	🔴 Perdedor	New York
